# step time Epot/N T Pxx Pyy Pzz Lx Lz gap comF areaperlipid
0 0.0000 1065239.615946 1.4970 4019874.149410 2188132.935892 4546597.281845 14.0072 17.2602 1.15661 0.000000 1.36251
100 0.5000 42.929329 2.1260 -614.310307 -408.073538 -1458.478254 14.0030 17.2523 1.63569 0.000000 1.36169
200 1.0000 11.442168 2.1174 -7.559457 20.484954 -387.863952 13.9983 17.2385 1.69388 0.000000 1.36077
300 1.5000 5.663482 1.9655 29.585107 28.918227 -114.540141 14.0123 17.2213 1.92417 0.000000 1.36350
400 2.0000 3.931324 1.8547 25.563481 25.854058 -24.660209 14.0263 17.2040 2.08344 0.000000 1.36623
500 2.5000 3.335895 1.8231 23.598921 23.460338 21.405510 14.0403 17.2062 2.02471 0.000000 1.36896
600 3.0000 3.270606 1.8018 22.478752 24.232803 22.842056 14.0544 17.2234 1.99857 0.000000 1.37170
700 3.5000 3.371284 1.7759 21.659553 23.073764 11.274713 14.0684 17.2406 2.12619 0.000000 1.37445
800 4.0000 3.048537 1.7864 20.504684 22.047106 20.000964 14.0825 17.2579 2.08560 0.000000 1.37720
900 4.5000 2.887093 1.7733 20.594750 21.060346 19.964072 14.0966 17.2751 2.40910 0.000000 1.37996
1000 5.0000 2.218489 1.7688 17.383803 17.693878 17.539744 14.1107 17.2924 2.20294 0.000000 1.38272
1100 5.5000 2.058084 1.7306 17.593451 16.176596 16.923950 14.1248 17.3097 2.46689 0.000000 1.38549
1200 6.0000 2.673956 1.7368 18.348213 19.468696 19.947578 14.1390 17.3270 2.38832 0.000000 1.38826
1300 6.5000 2.596680 1.7061 17.985563 18.630552 18.515123 14.1531 17.3444 2.46516 0.000000 1.39104
1400 7.0000 2.374256 1.7326 17.509511 17.677426 18.314854 14.1673 17.3617 2.42534 0.000000 1.39383
1500 7.5000 2.295576 1.8332 15.738551 17.275766 19.422588 14.1814 17.3791 2.40553 0.000000 1.39662
1600 8.0000 -0.587125 2.1023 5.775120 6.241187 6.473963 14.1956 17.3965 2.37880 0.000000 1.39941
1700 8.5000 -1.154163 1.6249 3.425289 3.861281 3.840732 14.2098 17.4139 2.43391 0.000000 1.40222
1800 9.0000 -1.447095 1.3404 2.102322 2.558051 2.309726 14.2240 17.4313 2.36951 0.000000 1.40502
1900 9.5000 -1.646665 1.2123 1.602446 1.599460 2.205701 14.2383 17.4487 2.23533 0.000000 1.40784
2000 10.0000 -1.811462 1.1272 0.919418 0.952554 0.941388 14.2525 17.4662 2.11745 0.000000 1.41065
2100 10.5000 -1.870386 1.0725 0.778696 0.728028 0.696437 14.2668 17.4837 2.09987 0.000000 1.41348
2200 11.0000 -1.876504 1.0349 0.436211 0.351630 0.481928 14.2804 17.5012 2.01672 0.000000 1.41619
2300 11.5000 -1.934763 1.0580 0.131923 0.193171 0.257002 14.2937 17.5185 2.00497 0.000000 1.41881
2400 12.0000 -1.942398 1.0220 0.489669 0.102418 0.124806 14.3031 17.5335 1.98585 0.000000 1.42069
2500 12.5000 -2.003255 1.0370 0.036436 0.030638 0.388453 14.3087 17.5460 1.97913 0.000000 1.42180
2600 13.0000 -2.015620 1.0224 0.248939 0.298919 -0.097064 14.3108 17.5580 1.74453 0.000000 1.42222
2700 13.5000 -1.978428 1.0060 0.235402 -0.003310 0.349983 14.3192 17.5697 1.81451 0.000000 1.42389
2800 14.0000 -2.044084 1.0207 -0.251780 -0.036759 0.180344 14.3198 17.5803 1.75738 0.000000 1.42400
