# step time Epot/N T Pxx Pyy Pzz Lx Lz gap comF areaperlipid
0 0.0000 -2.248618 0.9978 -0.074547 -0.140781 -0.047725 14.0070 17.2600 0.81864 1800.076738 1.36247
100 0.5000 -2.222177 1.0152 0.125795 0.357723 0.527076 14.0159 17.2667 1.04028 1406.764595 1.36421
200 1.0000 -2.241596 1.0208 0.536595 0.660827 0.190144 14.0291 17.2821 1.27677 1106.629829 1.36678
300 1.5000 -2.296979 1.0097 0.592233 0.333011 0.073104 14.0431 17.2972 1.35921 970.986229 1.36951
400 2.0000 -2.262655 1.0127 0.535707 0.698845 0.819052 14.0572 17.3103 1.39892 901.079758 1.37225
500 2.5000 -2.244680 1.0067 0.542191 0.451039 0.498698 14.0711 17.3266 1.36465 947.640862 1.37497
600 3.0000 -2.326219 1.0380 0.162326 0.156429 -0.191079 14.0803 17.3174 1.22573 934.447282 1.37677
700 3.5000 -2.368526 1.0169 0.000553 -0.083365 -0.241313 14.0844 17.3099 1.18604 927.127607 1.37756
800 4.0000 -2.355181 1.0034 -0.036054 0.159860 -0.431508 14.0856 17.3036 1.24302 892.556626 1.37780
900 4.5000 -2.394626 1.0162 -0.159662 0.028837 -0.378826 14.0852 17.2903 1.29917 898.149467 1.37773
1000 5.0000 -2.359428 0.9929 -0.043737 0.165965 -0.203255 14.0884 17.2740 1.23366 942.190958 1.37836
1100 5.5000 -2.374958 1.0046 -0.108208 0.380829 -0.245302 14.0915 17.2613 1.17274 968.229103 1.37895
1200 6.0000 -2.401607 0.9819 0.195162 -0.142159 -0.365001 14.0936 17.2517 1.09499 989.376844 1.37938
1300 6.5000 -2.397436 0.9987 0.097196 -0.172766 -0.168104 14.0981 17.2391 1.12899 944.447432 1.38024
1400 7.0000 -2.359197 0.9725 0.276276 0.209675 -0.039430 14.1029 17.2317 1.11553 937.429135 1.38119
1500 7.5000 -2.365636 0.9978 -0.048844 0.230205 0.077609 14.1071 17.2243 1.06730 990.091528 1.38202
1600 8.0000 -2.359141 0.9820 0.238257 0.247016 -0.265613 14.1070 17.2146 1.14948 920.236467 1.38199
1700 8.5000 -2.403600 0.9926 0.043879 0.124582 -0.908580 14.1060 17.2046 1.13468 936.527724 1.38181
1800 9.0000 -2.415550 1.0022 0.160331 0.048451 0.017769 14.1082 17.1944 1.17762 956.741363 1.38224
1900 9.5000 -2.401340 0.9986 0.173329 0.096209 0.514620 14.1093 17.1852 1.18837 989.206373 1.38245
2000 10.0000 -2.397286 1.0096 0.160643 0.012179 0.048331 14.1163 17.1784 1.04550 1002.812216 1.38382
2100 10.5000 -2.401614 1.0132 0.129658 0.092892 -0.416701 14.1153 17.1674 1.07317 971.613483 1.38362
2200 11.0000 -2.423228 0.9909 -0.154037 0.315758 -0.063294 14.1178 17.1629 1.11309 948.560803 1.38412
2300 11.5000 -2.433345 0.9891 -0.276509 -0.011651 -0.351346 14.1144 17.1586 1.05507 956.992995 1.38345
2400 12.0000 -2.409260 0.9889 0.292276 -0.225535 -0.132059 14.1158 17.1560 1.08562 953.796369 1.38372
2500 12.5000 -2.424180 1.0131 0.005527 -0.147447 -0.324794 14.1164 17.1517 1.11595 873.230035 1.38384
2600 13.0000 -2.421992 1.0088 0.318748 0.125847 -0.357891 14.1220 17.1451 1.06443 874.358731 1.38494
2700 13.5000 -2.402502 0.9758 0.205304 0.064723 -0.283352 14.1230 17.1371 1.10552 893.276943 1.38514
2800 14.0000 -2.429676 0.9875 0.024482 -0.296012 -0.070222 14.1273 17.1282 1.07062 919.068031 1.38598
2900 14.5000 -2.427709 0.9719 -0.018285 -0.003906 -0.457410 14.1226 17.1208 1.06468 957.341144 1.38505
3000 15.0000 -2.398665 0.9787 0.272399 0.009342 -0.162862 14.1223 17.1126 1.15152 938.570891 1.38500
3100 15.5000 -2.421521 0.9904 0.045382 -0.117776 -0.073378 14.1265 17.1109 1.20043 898.476732 1.38583
3200 16.0000 -2.440582 0.9955 -0.017837 0.147961 -0.143348 14.1333 17.1019 1.23007 929.005026 1.38716
3300 16.5000 -2.416625 0.9942 0.054387 0.038623 0.148860 14.1378 17.0957 1.16742 945.990143 1.38805
3400 17.0000 -2.385973 1.0111 0.273490 0.119875 0.004879 14.1450 17.0993 1.13932 905.623861 1.38944
3500 17.5000 -2.419872 1.0022 -0.044755 0.062146 -0.465680 14.1500 17.0972 1.15528 878.244621 1.39043
3600 18.0000 -2.387223 1.0085 0.192009 -0.012053 -0.213702 14.1517 17.0967 1.18902 910.710104 1.39077
3700 18.5000 -2.345704 0.9836 0.144041 0.437785 0.067735 14.1539 17.0913 1.25426 891.418083 1.39119
3800 19.0000 -2.388490 1.0016 0.009288 0.071679 -0.141011 14.1598 17.0939 1.25264 857.246441 1.39237
3900 19.5000 -2.388038 0.9862 -0.087526 0.063763 0.056807 14.1650 17.0939 1.25273 850.030470 1.39339
4000 20.0000 -2.416429 0.9873 0.043514 -0.011792 -0.343662 14.1677 17.0850 1.21027 903.113262 1.39391
4100 20.5000 -2.445806 1.0310 0.010331 0.012292 -0.217933 14.1692 17.0756 1.22863 854.257227 1.39422
4200 21.0000 -2.434709 1.0044 0.271773 0.134427 -0.192192 14.1742 17.0652 1.21592 838.253563 1.39520
4300 21.5000 -2.428988 0.9549 -0.016744 -0.115027 -0.300793 14.1781 17.0524 1.37123 821.926734 1.39595
4400 22.0000 -2.462847 0.9805 -0.097505 0.131248 -0.310198 14.1771 17.0405 1.35451 798.469792 1.39576
4500 22.5000 -2.453535 1.0059 0.117844 -0.135475 -0.526628 14.1819 17.0317 1.26969 786.271780 1.39671
4600 23.0000 -2.448409 1.0109 -0.190238 -0.010227 -0.178548 14.1837 17.0184 1.31651 829.796169 1.39706
4700 23.5000 -2.428268 1.0010 -0.039751 0.182473 0.138980 14.1873 17.0114 1.28724 803.425777 1.39778
4800 24.0000 -2.417551 1.0053 0.068717 0.185047 0.098895 14.1910 17.0110 1.43549 797.025287 1.39850
4900 24.5000 -2.397763 0.9678 0.292481 0.134055 -0.099358 14.1932 17.0100 1.35797 818.316091 1.39893
5000 25.0000 -2.425154 1.0093 -0.159814 -0.185419 0.193675 14.1955 17.0112 1.44726 800.531606 1.39938
