# step time Epot/N T Pxx Pyy Pzz Lx Lz gap comF areaperlipid
7900 39.5000 -2.627075 1.0269 -0.168607 0.045124 0.045667 14.0117 17.1893 0.84449 141.346393 1.36339
8000 40.0000 -2.581271 1.0122 0.056078 0.168252 0.327396 14.0172 17.1962 0.90989 148.490898 1.36445
8100 40.5000 -2.571048 1.0223 0.099187 0.352397 0.136134 14.0221 17.1999 0.81582 197.961577 1.36542
8200 41.0000 -2.586082 1.0130 -0.068589 0.077957 -0.241225 14.0256 17.1993 0.80492 176.704257 1.36609
8300 41.5000 -2.601923 1.0165 -0.143174 -0.200398 -0.311732 14.0261 17.1928 0.79502 138.958214 1.36619
8400 42.0000 -2.624361 1.0310 -0.017012 -0.132886 -0.223973 14.0265 17.1889 0.80603 144.596991 1.36628
8500 42.5000 -2.598455 0.9999 0.123813 0.202542 -0.328421 14.0281 17.1911 0.79082 154.419664 1.36658
8600 43.0000 -2.591608 1.0014 0.141218 -0.088188 -0.074330 14.0263 17.1944 0.81681 166.645449 1.36624
8700 43.5000 -2.600954 1.0140 -0.094961 -0.098519 -0.098112 14.0261 17.2014 0.82000 134.140049 1.36619
8800 44.0000 -2.624054 1.0011 0.056203 -0.153283 -0.297506 14.0273 17.2008 0.78386 155.884983 1.36643
8900 44.5000 -2.588575 1.0022 -0.115858 0.041086 0.039493 14.0257 17.2019 0.83619 129.370100 1.36611
9000 45.0000 -2.584335 1.0285 -0.053432 -0.061256 -0.087835 14.0264 17.2012 0.82089 128.204462 1.36625
9100 45.5000 -2.575402 1.0192 -0.002680 -0.196708 -0.169466 14.0276 17.2058 0.76873 148.027001 1.36648
9200 46.0000 -2.565912 0.9947 0.138551 -0.052137 0.367562 14.0294 17.2013 0.78398 120.172059 1.36683
9300 46.5000 -2.572600 0.9937 -0.076739 0.149517 0.073762 14.0305 17.1968 0.82720 146.511975 1.36705
9400 47.0000 -2.582723 0.9860 -0.022071 0.161418 -0.304215 14.0333 17.2001 0.83121 176.455778 1.36760
9500 47.5000 -2.574948 1.0095 0.065254 0.106099 -0.187145 14.0312 17.1958 0.83159 141.016803 1.36719
9600 48.0000 -2.588875 0.9849 -0.124434 0.009070 -0.108424 14.0287 17.1951 0.76848 176.971102 1.36669
9700 48.5000 -2.587699 0.9877 -0.087290 0.158769 0.122908 14.0274 17.1942 0.85199 151.766760 1.36645
9800 49.0000 -2.560228 0.9865 0.221506 0.108304 0.199877 14.0312 17.1937 0.82176 166.288135 1.36719
9900 49.5000 -2.549955 1.0003 0.045823 0.151887 0.267583 14.0367 17.2026 0.82438 157.984607 1.36827
10000 50.0000 -2.554763 1.0130 -0.093103 0.012224 0.352949 14.0367 17.2071 0.77659 148.123643 1.36825
10100 50.5000 -2.577755 1.0054 -0.064304 0.179681 -0.189248 14.0370 17.2109 0.85544 152.449176 1.36831
10200 51.0000 -2.610719 1.0127 -0.270071 0.139731 -0.082194 14.0341 17.2175 0.79680 165.623564 1.36775
10300 51.5000 -2.574768 0.9915 -0.124872 0.010011 -0.098175 14.0294 17.2157 0.76164 191.566806 1.36683
10400 52.0000 -2.584138 1.0122 -0.281381 0.062221 -0.155910 14.0265 17.2125 0.75534 174.826853 1.36627
10500 52.5000 -2.552816 1.0031 0.127959 0.154350 0.049244 14.0287 17.2128 0.79908 155.387475 1.36670
10600 53.0000 -2.556631 1.0019 -0.352386 0.069258 -0.083247 14.0333 17.2185 0.74475 200.407007 1.36760
10700 53.5000 -2.555717 0.9924 -0.323808 -0.050788 -0.115227 14.0286 17.2132 0.77791 171.295701 1.36668
10800 54.0000 -2.551398 0.9987 0.061867 0.194148 0.089353 14.0313 17.2115 0.73473 131.359872 1.36720
10900 54.5000 -2.575797 1.0342 0.081953 -0.300989 0.122621 14.0350 17.2084 0.71154 127.047183 1.36793
