# step time Epot/N T Pxx Pyy Pzz Lx Lz gap comF areaperlipid
0 0.0000 -1.891092 1.0101 -0.086377 -0.111233 -0.028807 14.0070 17.2600 0.82129 2549.221553 1.36247
100 0.5000 -1.963395 1.0646 0.389080 0.373137 0.285334 14.0161 17.2708 1.24551 1951.206263 1.36424
200 1.0000 -2.088190 1.0845 1.241769 1.269467 1.324534 14.0301 17.2881 1.67150 1399.202773 1.36698
300 1.5000 -2.117899 1.0809 1.976947 2.022676 1.401369 14.0442 17.3054 1.92550 1109.480094 1.36971
400 2.0000 -2.117825 1.0711 2.074734 1.872979 1.867466 14.0582 17.3227 1.99971 1001.061954 1.37245
500 2.5000 -2.165651 1.0728 1.627783 1.679529 1.623362 14.0723 17.3400 2.21241 982.365476 1.37520
600 3.0000 -2.275547 1.0454 1.059543 0.755520 1.151857 14.0864 17.3574 2.23210 1020.659049 1.37796
700 3.5000 -2.332906 1.0342 0.591736 0.316162 0.128526 14.1005 17.3745 2.14757 1031.670482 1.38071
800 4.0000 -2.324585 1.0203 0.511168 0.778351 0.471990 14.1146 17.3898 2.28037 944.780689 1.38348
900 4.5000 -2.360134 1.0212 0.611636 0.410806 0.710045 14.1287 17.4072 2.43549 887.356386 1.38625
1000 5.0000 -2.366759 0.9970 0.792024 0.439411 0.516006 14.1428 17.4223 2.60086 848.644621 1.38901
1100 5.5000 -2.404476 1.0098 0.492372 0.442353 0.400179 14.1569 17.4391 2.64168 779.291084 1.39179
1200 6.0000 -2.417725 0.9995 0.270585 0.259119 0.266513 14.1710 17.4562 2.76047 758.756724 1.39457
1300 6.5000 -2.398932 0.9893 0.448274 0.599613 0.120295 14.1852 17.4694 2.76605 708.303597 1.39736
1400 7.0000 -2.377677 0.9935 0.359197 0.384261 0.434783 14.1983 17.4853 2.89706 736.820490 1.39995
1500 7.5000 -2.370143 0.9955 0.303781 0.440115 0.638689 14.2118 17.5000 3.09313 771.914104 1.40260
1600 8.0000 -2.374636 0.9923 0.300988 0.488850 0.165682 14.2253 17.5131 3.32745 704.441339 1.40528
1700 8.5000 -2.334493 0.9868 0.266177 0.384268 0.293288 14.2389 17.5288 3.33142 682.801177 1.40796
1800 9.0000 -2.327118 0.9567 0.344008 0.413026 0.943439 14.2485 17.5441 3.29702 704.646987 1.40986
1900 9.5000 -2.376148 0.9801 0.202920 0.402549 0.176770 14.2572 17.5500 3.35755 663.013150 1.41159
2000 10.0000 -2.346738 0.9842 0.274185 0.015072 0.460094 14.2664 17.5648 3.53545 632.303005 1.41341
2100 10.5000 -2.331269 0.9912 0.244790 0.305843 0.386208 14.2746 17.5762 3.64367 604.806981 1.41502
2200 11.0000 -2.327508 1.0116 0.507274 0.487863 0.354316 14.2877 17.5921 3.61401 591.705356 1.41763
2300 11.5000 -2.338633 1.0108 0.132889 0.053810 0.403060 14.2996 17.6083 3.56309 560.157464 1.42000
2400 12.0000 -2.327548 1.0229 0.110362 0.116714 0.444788 14.3070 17.6212 3.62276 566.918502 1.42147
2500 12.5000 -2.279092 0.9961 0.341704 0.235220 0.598655 14.3125 17.6325 3.66436 570.736704 1.42255
2600 13.0000 -2.255108 1.0037 0.301528 0.209035 0.195044 14.3226 17.6438 3.71458 584.489672 1.42455
2700 13.5000 -2.275578 1.0197 0.391944 0.096546 -0.028446 14.3293 17.6492 3.85181 592.326390 1.42589
2800 14.0000 -2.285053 0.9954 0.078272 0.207777 0.743541 14.3385 17.6622 3.90199 521.590467 1.42772
2900 14.5000 -2.302607 1.0021 0.199683 0.316259 0.377033 14.3453 17.6741 4.02900 445.833192 1.42907
